Location,Gender,Smoking Behavior,Smoking Percentage,Age,Smoking Duration,Cigarettes per day,Previous Quit Attempts,Craving Level,Stress Level,Physical Activity,Support System,Nicotine Dependence Score,Reason for Start Smoking,Quit Success
Nebraska,Male,Cessation (Youth),55.2,28,2,12,9,Low,Low,Moderate,Family & Friends,5,Peer Pressure,No
Oklahoma,Overall,Cigarette Use (Youth),55.6,29,4,8,3,High,High,Sedentary,None,3,Peer Pressure,No
Michigan,Male,Smokeless Tobacco Use (Youth),12.8,38,1,25,7,Low,Low,Moderate,Family & Friends,0,Curiosity,Yes
Arkansas,Female,Cigarette Use (Youth),53.4,28,20,35,3,High,High,Sedentary,None,2,Peer Pressure,No
Kentucky,Overall,Cigarette Use (Youth),58.9,56,14,12,6,High,Medium,Sedentary,Professional Help,9,Curiosity,No
North Dakota,Female,Smokeless Tobacco Use (Youth),16.2,45,25,21,0,High,Low,Sedentary,Family & Friends,2,Peer Pressure,Yes
New Hampshire,Male,Cigarette Use (Youth),5.4,22,25,26,8,Medium,High,Active,Professional Help,3,Family Influence,Yes
Wisconsin,Overall,Cigarette Use (Youth),0.5,34,3,2,9,Medium,High,Sedentary,None,5,Peer Pressure,No
Hawaii,Male,Smokeless Tobacco Use (Youth),4.7,37,5,14,8,Medium,Medium,Sedentary,Professional Help,0,Stress Relief,Yes
New Jersey,Female,Smokeless Tobacco Use (Youth),6.2,58,38,4,6,Medium,Low,Active,Family & Friends,1,Media Influence,Yes
Delaware,Female,Smokeless Tobacco Use (Youth),3.9,29,26,17,7,Medium,High,Sedentary,Family & Friends,9,Curiosity,No
North Dakota,Overall,Cessation (Youth),54.0,23,38,5,1,High,Low,Active,Family & Friends,2,Stress Relief,Yes
Oklahoma,Female,Smokeless Tobacco Use (Youth),12.2,34,38,24,9,Medium,High,Active,Family & Friends,4,Curiosity,Yes
Arkansas,Female,Smokeless Tobacco Use (Youth),12.4,36,4,7,9,High,Low,Active,None,6,Stress Relief,No
Arizona,Male,Smokeless Tobacco Use (Youth),4.9,43,7,23,6,Low,Low,Sedentary,Professional Help,0,Curiosity,Yes
Missouri,Female,Smokeless Tobacco Use (Youth),0.2,49,30,17,0,High,High,Moderate,None,1,Curiosity,No
Texas,Female,Smokeless Tobacco Use (Youth),6.3,23,30,12,2,Medium,High,Sedentary,Family & Friends,3,Media Influence,Yes
South Carolina,Female,Smokeless Tobacco Use (Youth),2.8,53,19,11,5,Low,Low,Moderate,Professional Help,9,Peer Pressure,No
Wisconsin,Overall,Cigarette Use (Youth),0.4,55,39,11,4,Medium,Low,Moderate,Family & Friends,0,Curiosity,Yes
Alabama,Overall,Cigarette Use (Youth),27.5,28,35,34,4,Low,Medium,Active,Professional Help,0,Curiosity,Yes
West Virginia,Overall,Cigarette Use (Youth),44.5,50,33,37,8,High,High,Active,Professional Help,8,Media Influence,No
Arkansas,Male,Cigarette Use (Youth),23.0,41,33,29,5,Low,Low,Active,Family & Friends,5,Curiosity,No
Kentucky,Male,Smokeless Tobacco Use (Youth),12.9,40,14,36,2,Medium,Low,Active,None,1,Curiosity,No
Connecticut,Female,Cessation (Youth),50.0,32,38,27,1,Low,High,Sedentary,Family & Friends,9,Family Influence,No
West Virginia,Male,Cessation (Youth),58.9,44,10,22,8,High,Low,Sedentary,Professional Help,6,Family Influence,No
Nebraska,Overall,Cigarette Use (Youth),29.0,28,28,2,9,Low,Low,Moderate,None,9,Family Influence,No
Arkansas,Male,Smokeless Tobacco Use (Youth),24.8,34,14,36,3,High,Medium,Sedentary,None,5,Media Influence,No
South Carolina,Overall,Smokeless Tobacco Use (Youth),13.2,31,36,30,4,Low,Medium,Sedentary,None,5,Curiosity,No
Oklahoma,Female,Smokeless Tobacco Use (Youth),1.9,44,38,7,8,High,High,Moderate,None,7,Media Influence,No
North Dakota,Overall,Smokeless Tobacco Use (Youth),4.1,35,16,12,4,High,High,Sedentary,Professional Help,9,Media Influence,No
Oklahoma,Female,Cigarette Use (Youth),15.8,45,21,3,6,High,High,Sedentary,Professional Help,2,Stress Relief,Yes
Tennessee,Overall,Cigarette Use (Youth),9.7,21,28,17,1,High,Medium,Active,Family & Friends,9,Peer Pressure,No
South Dakota,Overall,Cessation (Youth),60.8,24,33,32,1,Medium,Medium,Active,Professional Help,1,Stress Relief,Yes
Mississippi,Overall,Cigarette Use (Youth),4.7,52,6,8,3,High,Medium,Moderate,Family & Friends,8,Peer Pressure,No
Oklahoma,Overall,Smokeless Tobacco Use (Youth),5.5,26,15,23,7,Medium,Low,Active,Professional Help,4,Stress Relief,Yes
Arizona,Male,Smokeless Tobacco Use (Youth),3.6,25,3,38,1,High,Medium,Sedentary,Family & Friends,5,Curiosity,No
Indiana,Female,Cigarette Use (Youth),9.6,34,35,30,9,Low,Medium,Active,None,6,Media Influence,No
Illinois,Female,Smokeless Tobacco Use (Youth),0.3,34,14,15,6,Low,High,Active,None,1,Stress Relief,No
District of Columbia,Male,Cigarette Use (Youth),6.0,50,2,10,0,Medium,Medium,Moderate,Professional Help,5,Stress Relief,No
District of Columbia,Female,Smokeless Tobacco Use (Youth),1.6,49,29,38,8,Low,Medium,Sedentary,None,0,Curiosity,No
Alabama,Male,Smokeless Tobacco Use (Youth),9.3,25,4,15,9,High,Low,Moderate,Family & Friends,8,Media Influence,No
Connecticut,Male,Cigarette Use (Youth),12.1,36,26,30,5,Low,Medium,Sedentary,Family & Friends,5,Peer Pressure,No
Connecticut,Female,Smokeless Tobacco Use (Youth),0.5,55,12,26,0,Medium,High,Sedentary,None,6,Stress Relief,No
Florida,Overall,Cessation (Youth),55.5,20,2,14,9,Low,Low,Sedentary,None,4,Peer Pressure,No
Pennsylvania,Overall,Smokeless Tobacco Use (Youth),12.4,22,17,3,5,Medium,Medium,Active,None,1,Family Influence,No
Pennsylvania,Male,Smokeless Tobacco Use (Youth),13.8,30,35,36,4,High,Medium,Moderate,Professional Help,3,Stress Relief,Yes
Wisconsin,Overall,Cigarette Use (Youth),20.7,48,10,26,4,High,Medium,Sedentary,Family & Friends,4,Media Influence,Yes
Iowa,Male,Cigarette Use (Youth),14.4,33,22,14,4,Low,Low,Active,Professional Help,9,Family Influence,No
Indiana,Male,Cigarette Use (Youth),35.5,49,21,31,3,Low,Low,Moderate,Professional Help,1,Family Influence,Yes
Rhode Island,Female,Cessation (Youth),56.1,39,15,14,6,Low,Medium,Active,Family & Friends,8,Stress Relief,No
South Dakota,Female,Smokeless Tobacco Use (Youth),2.2,46,35,10,8,High,High,Active,Family & Friends,1,Stress Relief,Yes
Illinois,Male,Cigarette Use (Youth),22.8,39,21,9,3,Low,Medium,Sedentary,Family & Friends,1,Family Influence,Yes
Louisiana,Male,Cessation (Youth),38.2,20,21,18,1,High,Low,Moderate,Professional Help,1,Stress Relief,Yes
Iowa,Female,Cigarette Use (Youth),7.4,27,21,36,1,Medium,Low,Active,Family & Friends,1,Media Influence,Yes
Nebraska,Female,Cigarette Use (Youth),30.3,59,32,36,1,Low,Low,Active,None,4,Media Influence,No
Georgia,Female,Cigarette Use (Youth),7.4,38,5,12,6,Low,High,Active,Family & Friends,6,Family Influence,No
Arkansas,Overall,Cigarette Use (Youth),2.1,33,39,3,3,Medium,Medium,Active,Professional Help,0,Stress Relief,Yes
North Dakota,Overall,Smokeless Tobacco Use (Youth),4.1,29,9,18,3,Medium,Medium,Sedentary,None,8,Family Influence,No
Vermont,Female,Smokeless Tobacco Use (Youth),0.3,19,18,7,0,Medium,Low,Sedentary,None,5,Media Influence,No
Ohio,Male,Smokeless Tobacco Use (Youth),1.3,58,21,31,3,Medium,Medium,Moderate,Professional Help,0,Stress Relief,Yes
New Hampshire,Female,Smokeless Tobacco Use (Youth),1.5,41,8,1,5,High,High,Active,Professional Help,0,Media Influence,Yes
Michigan,Female,Smokeless Tobacco Use (Youth),4.4,52,34,31,1,Low,High,Sedentary,Family & Friends,8,Stress Relief,No
Mississippi,Male,Smokeless Tobacco Use (Youth),12.1,47,10,13,3,High,Medium,Moderate,None,8,Curiosity,No
California,Overall,Cessation (Youth),59.2,47,24,29,6,High,Medium,Moderate,Family & Friends,0,Media Influence,Yes
North Carolina,Female,Cigarette Use (Youth),2.0,52,24,3,8,Medium,Medium,Sedentary,None,0,Peer Pressure,No
Rhode Island,Overall,Smokeless Tobacco Use (Youth),11.6,36,32,29,1,Low,Medium,Sedentary,Professional Help,4,Stress Relief,Yes
West Virginia,Female,Cigarette Use (Youth),16.3,25,33,35,7,High,Medium,Active,None,4,Curiosity,No
California,Overall,Smokeless Tobacco Use (Youth),2.0,43,38,15,5,High,Medium,Sedentary,None,6,Curiosity,No
Guam,Female,Smokeless Tobacco Use (Youth),0.5,57,34,21,7,Medium,Low,Sedentary,None,3,Curiosity,No
New Hampshire,Female,Smokeless Tobacco Use (Youth),3.8,24,11,19,1,Low,Low,Sedentary,Family & Friends,9,Media Influence,No
South Carolina,Female,Cessation (Youth),47.0,47,31,28,0,Low,Low,Moderate,None,0,Peer Pressure,No
Missouri,Overall,Cigarette Use (Youth),5.7,24,18,4,6,Low,High,Sedentary,Family & Friends,5,Curiosity,No
Wisconsin,Overall,Cigarette Use (Youth),7.7,20,23,13,8,High,High,Moderate,None,9,Family Influence,No
Utah,Male,Smokeless Tobacco Use (Youth),2.1,18,22,15,8,Medium,High,Moderate,Family & Friends,2,Stress Relief,Yes
Pennsylvania,Overall,Smokeless Tobacco Use (Youth),0.2,53,18,39,1,Low,High,Sedentary,Family & Friends,6,Stress Relief,No
North Carolina,Female,Cigarette Use (Youth),4.4,42,39,32,3,High,Low,Moderate,None,0,Peer Pressure,No
Mississippi,Male,Smokeless Tobacco Use (Youth),30.7,54,20,3,0,High,Medium,Active,Professional Help,3,Peer Pressure,Yes
Wisconsin,Male,Cigarette Use (Youth),62.7,18,13,30,6,Low,Medium,Active,Professional Help,9,Media Influence,No
Georgia,Female,Smokeless Tobacco Use (Youth),0.6,32,1,20,1,Medium,Medium,Moderate,None,8,Family Influence,No
Delaware,Overall,Cigarette Use (Youth),39.7,54,4,2,3,Medium,High,Sedentary,None,9,Stress Relief,No
Connecticut,Male,Cessation (Youth),60.1,30,24,25,1,Low,Low,Sedentary,Professional Help,5,Curiosity,No
Maryland,Male,Cigarette Use (Youth),57.8,57,36,11,0,High,Medium,Moderate,Family & Friends,1,Curiosity,Yes
Mississippi,Male,Smokeless Tobacco Use (Youth),13.5,25,36,1,6,Medium,High,Sedentary,Professional Help,5,Stress Relief,No
Iowa,Overall,Smokeless Tobacco Use (Youth),4.2,22,2,10,5,High,High,Moderate,Professional Help,8,Family Influence,No
Arkansas,Overall,Smokeless Tobacco Use (Youth),6.7,26,28,17,1,High,High,Active,Professional Help,0,Family Influence,Yes
Maryland,Overall,Cigarette Use (Youth),23.7,18,26,30,3,Medium,Medium,Moderate,Family & Friends,4,Curiosity,Yes
Louisiana,Female,Cigarette Use (Youth),21.9,53,23,35,2,High,Low,Moderate,Professional Help,7,Stress Relief,No
Hawaii,Male,Smokeless Tobacco Use (Youth),8.6,52,15,19,2,High,Medium,Active,None,6,Curiosity,No
Wisconsin,Male,Cigarette Use (Youth),0.7,19,36,34,2,Low,Low,Active,None,9,Media Influence,No
California,Female,Cessation (Youth),69.2,57,27,32,3,Medium,Low,Moderate,Family & Friends,1,Stress Relief,Yes
Wisconsin,Overall,Cessation (Youth),52.0,40,6,12,0,High,Medium,Active,None,7,Family Influence,No
Alabama,Overall,Smokeless Tobacco Use (Youth),0.9,26,35,17,0,Medium,Medium,Active,Family & Friends,8,Curiosity,No
South Carolina,Female,Smokeless Tobacco Use (Youth),0.4,51,39,6,6,Medium,High,Sedentary,Professional Help,9,Peer Pressure,No
Alabama,Male,Cigarette Use (Youth),13.7,31,38,13,4,High,High,Active,Professional Help,7,Peer Pressure,No
Hawaii,Female,Cigarette Use (Youth),11.2,21,35,39,2,Medium,Medium,Active,None,5,Media Influence,No
Missouri,Female,Cigarette Use (Youth),0.7,47,36,22,8,Low,Medium,Moderate,None,8,Peer Pressure,No
South Dakota,Overall,Cessation (Youth),61.2,48,10,11,4,Low,Low,Active,Professional Help,7,Media Influence,No
Illinois,Overall,Smokeless Tobacco Use (Youth),0.0,55,30,7,9,High,Low,Moderate,Professional Help,3,Media Influence,Yes
Pennsylvania,Female,Cigarette Use (Youth),7.3,28,38,21,2,Medium,High,Sedentary,None,5,Family Influence,No
Indiana,Female,Cessation (Youth),67.6,52,29,1,8,High,Low,Moderate,Family & Friends,4,Family Influence,Yes
Maryland,Female,Smokeless Tobacco Use (Youth),5.4,25,39,30,0,Medium,Medium,Moderate,Family & Friends,9,Stress Relief,No
Indiana,Overall,Smokeless Tobacco Use (Youth),0.4,20,4,19,8,High,Low,Sedentary,Family & Friends,8,Curiosity,No
South Carolina,Overall,Smokeless Tobacco Use (Youth),13.5,31,5,29,4,High,Low,Sedentary,None,3,Peer Pressure,No
Utah,Female,Cessation (Youth),44.2,30,4,35,5,Medium,Low,Active,Family & Friends,0,Curiosity,Yes
Rhode Island,Overall,Cigarette Use (Youth),28.6,49,36,20,1,Low,Medium,Moderate,Family & Friends,8,Curiosity,No
Wisconsin,Overall,Smokeless Tobacco Use (Youth),9.5,51,16,36,7,High,High,Moderate,Professional Help,8,Media Influence,No
Nebraska,Overall,Cessation (Youth),49.3,36,25,39,2,Low,Low,Moderate,Professional Help,6,Peer Pressure,No
Michigan,Overall,Cigarette Use (Youth),2.4,55,14,1,0,Medium,Medium,Sedentary,Professional Help,4,Family Influence,Yes
Oklahoma,Overall,Cigarette Use (Youth),7.7,33,11,23,6,High,Low,Moderate,Professional Help,6,Curiosity,No
Wisconsin,Female,Cigarette Use (Youth),18.4,19,29,31,2,Medium,Low,Active,Professional Help,8,Media Influence,No
North Dakota,Overall,Cigarette Use (Youth),6.3,57,34,35,3,Low,Medium,Sedentary,None,2,Family Influence,No
Oklahoma,Female,Cigarette Use (Youth),5.0,34,22,22,4,Medium,Low,Moderate,Family & Friends,4,Media Influence,Yes
West Virginia,Male,Cessation (Youth),58.5,51,14,7,0,High,Medium,Sedentary,Family & Friends,2,Curiosity,Yes
South Carolina,Overall,Smokeless Tobacco Use (Youth),13.7,59,24,33,8,Low,High,Sedentary,None,7,Curiosity,No
Georgia,Overall,Cigarette Use (Youth),3.9,33,39,36,6,High,Low,Sedentary,Family & Friends,0,Curiosity,Yes
Missouri,Overall,Cessation (Youth),60.1,55,26,7,1,Low,Medium,Moderate,Family & Friends,3,Peer Pressure,Yes
Nebraska,Overall,Smokeless Tobacco Use (Youth),8.3,19,36,27,0,Medium,Low,Moderate,Family & Friends,6,Peer Pressure,No
Missouri,Male,Cigarette Use (Youth),9.2,19,39,2,1,Medium,Low,Active,Professional Help,8,Curiosity,No
Hawaii,Male,Smokeless Tobacco Use (Youth),9.0,43,16,17,2,High,Low,Sedentary,Professional Help,9,Peer Pressure,No
Delaware,Male,Cigarette Use (Youth),35.0,30,38,1,2,High,Medium,Moderate,None,1,Media Influence,No
Utah,Overall,Smokeless Tobacco Use (Youth),1.8,48,32,30,7,High,Medium,Moderate,Professional Help,8,Media Influence,No
Oklahoma,Female,Cigarette Use (Youth),4.1,51,6,22,4,Low,Medium,Active,Family & Friends,5,Stress Relief,No
North Carolina,Female,Cigarette Use (Youth),66.4,56,34,28,8,Low,High,Moderate,None,6,Family Influence,No
Kentucky,Male,Cigarette Use (Youth),9.6,20,8,33,2,High,Low,Moderate,Family & Friends,3,Media Influence,Yes
Oklahoma,Male,Cigarette Use (Youth),8.4,25,30,26,5,Low,Medium,Moderate,Family & Friends,4,Family Influence,Yes
New Hampshire,Female,Cigarette Use (Youth),56.8,40,27,35,3,Low,Low,Sedentary,None,0,Stress Relief,No
Tennessee,Overall,Cigarette Use (Youth),4.4,31,7,11,7,Medium,Low,Active,Family & Friends,3,Stress Relief,Yes
Idaho,Female,Smokeless Tobacco Use (Youth),1.7,44,27,7,0,Medium,Low,Active,None,7,Family Influence,No
Louisiana,Overall,Cessation (Youth),46.6,46,25,28,3,Medium,Medium,Active,None,5,Curiosity,No
Oklahoma,Overall,Cessation (Youth),50.3,56,15,25,6,High,High,Moderate,Family & Friends,6,Family Influence,No
Wisconsin,Male,Cessation (Youth),50.3,56,25,31,8,Medium,High,Moderate,Family & Friends,0,Media Influence,Yes
Tennessee,Male,Cigarette Use (Youth),32.6,18,22,3,0,Medium,High,Moderate,Family & Friends,6,Family Influence,No
North Dakota,Overall,Cigarette Use (Youth),34.3,34,18,33,7,Low,High,Sedentary,Family & Friends,5,Media Influence,No
North Dakota,Male,Cigarette Use (Youth),22.7,58,12,34,1,Medium,Medium,Sedentary,None,3,Media Influence,No
Georgia,Female,Cigarette Use (Youth),33.2,47,23,21,3,Low,High,Active,Professional Help,1,Media Influence,Yes
Alabama,Overall,Cessation (Youth),47.3,30,39,37,3,Medium,High,Sedentary,Family & Friends,1,Curiosity,Yes
New Jersey,Overall,Cigarette Use (Youth),34.7,38,25,19,7,High,Medium,Sedentary,None,6,Curiosity,No
Georgia,Female,Cigarette Use (Youth),28.4,36,10,37,1,High,Medium,Moderate,Professional Help,2,Stress Relief,Yes
Connecticut,Female,Cessation (Youth),56.5,36,30,21,6,Medium,Low,Moderate,None,1,Peer Pressure,No
Mississippi,Female,Smokeless Tobacco Use (Youth),6.7,42,10,14,2,Medium,Low,Active,Professional Help,9,Curiosity,No
North Carolina,Overall,Cigarette Use (Youth),5.3,39,34,10,8,Medium,High,Moderate,Professional Help,2,Curiosity,Yes
Texas,Male,Cessation (Youth),53.8,48,13,7,4,High,Low,Moderate,Professional Help,9,Stress Relief,No
Rhode Island,Overall,Smokeless Tobacco Use (Youth),0.7,34,29,29,7,Low,Medium,Sedentary,Family & Friends,1,Stress Relief,Yes
West Virginia,Male,Smokeless Tobacco Use (Youth),41.5,40,38,8,4,Low,Low,Active,Professional Help,2,Stress Relief,Yes
Arizona,Overall,Cigarette Use (Youth),3.2,49,9,39,0,Medium,Low,Sedentary,Professional Help,4,Family Influence,Yes
Georgia,Female,Cessation (Youth),46.7,27,13,13,8,High,Medium,Active,None,9,Media Influence,No
Oklahoma,Male,Cigarette Use (Youth),29.6,27,37,19,9,Low,High,Active,Family & Friends,9,Curiosity,No
New Jersey,Overall,Cigarette Use (Youth),7.0,53,14,11,6,Medium,Low,Moderate,None,9,Media Influence,No
Connecticut,Male,Smokeless Tobacco Use (Youth),10.9,25,37,2,3,High,Low,Sedentary,Family & Friends,4,Peer Pressure,Yes
Nebraska,Male,Smokeless Tobacco Use (Youth),11.4,37,9,6,6,High,High,Sedentary,Family & Friends,6,Stress Relief,No
Georgia,Male,Smokeless Tobacco Use (Youth),1.7,49,8,29,4,Low,Low,Moderate,Family & Friends,9,Peer Pressure,No
Nebraska,Male,Cigarette Use (Youth),13.9,31,39,5,9,High,High,Active,Professional Help,2,Stress Relief,Yes
Pennsylvania,Male,Cigarette Use (Youth),0.9,45,3,30,8,Medium,Medium,Active,Family & Friends,2,Stress Relief,Yes
Alabama,Overall,Cigarette Use (Youth),5.9,41,33,39,1,Medium,Medium,Active,Family & Friends,6,Peer Pressure,No
Pennsylvania,Overall,Cigarette Use (Youth),3.4,32,32,36,3,Low,High,Active,Family & Friends,5,Media Influence,No
North Carolina,Male,Cigarette Use (Youth),15.0,39,7,27,5,High,Medium,Moderate,Family & Friends,5,Peer Pressure,No
Delaware,Overall,Cigarette Use (Youth),1.3,47,19,18,4,Low,Medium,Active,None,3,Family Influence,No
Kansas,Male,Cessation (Youth),51.4,21,34,36,0,Low,Medium,Sedentary,Professional Help,3,Curiosity,Yes
Minnesota,Overall,Cigarette Use (Youth),2.5,30,14,16,8,High,Medium,Active,Family & Friends,1,Curiosity,Yes
Maine,Overall,Smokeless Tobacco Use (Youth),5.5,40,19,5,8,Low,Medium,Active,Professional Help,5,Media Influence,No
Nebraska,Overall,Cessation (Youth),66.1,25,26,9,2,High,Medium,Active,Professional Help,9,Media Influence,No
West Virginia,Overall,Cessation (Youth),44.0,35,17,34,3,Medium,Low,Moderate,Family & Friends,2,Media Influence,Yes
Ohio,Female,Smokeless Tobacco Use (Youth),0.3,29,28,34,3,Low,Low,Active,Family & Friends,5,Peer Pressure,No
New Hampshire,Female,Cessation (Youth),42.8,48,19,36,9,High,Low,Moderate,Professional Help,2,Peer Pressure,Yes
North Carolina,Male,Smokeless Tobacco Use (Youth),6.3,31,27,31,7,High,Medium,Sedentary,Professional Help,2,Peer Pressure,Yes
Delaware,Female,Cigarette Use (Youth),44.4,51,19,20,5,High,Low,Active,None,0,Stress Relief,No
New Mexico,Overall,Cigarette Use (Youth),35.2,35,33,17,1,Low,High,Active,Professional Help,4,Peer Pressure,Yes
Colorado,Female,Cigarette Use (Youth),11.0,51,7,20,3,Medium,High,Sedentary,Family & Friends,1,Curiosity,Yes
Maine,Male,Smokeless Tobacco Use (Youth),5.3,28,29,28,0,Low,High,Active,Professional Help,9,Curiosity,No
Utah,Female,Cigarette Use (Youth),7.7,58,5,21,2,Medium,Low,Active,Family & Friends,1,Stress Relief,Yes
Minnesota,Female,Cigarette Use (Youth),31.2,29,30,19,3,Low,Medium,Moderate,None,8,Peer Pressure,No
New Jersey,Male,Smokeless Tobacco Use (Youth),23.9,32,8,3,7,Low,High,Moderate,Family & Friends,1,Peer Pressure,Yes
West Virginia,Female,Cigarette Use (Youth),40.5,48,12,30,2,Low,Low,Sedentary,Family & Friends,1,Family Influence,Yes
West Virginia,Overall,Cigarette Use (Youth),4.0,46,13,5,4,Medium,Low,Moderate,Professional Help,5,Family Influence,No
West Virginia,Overall,Smokeless Tobacco Use (Youth),7.8,43,26,6,0,High,Medium,Moderate,Professional Help,9,Curiosity,No
Louisiana,Male,Smokeless Tobacco Use (Youth),15.1,35,18,3,3,Low,Medium,Sedentary,Family & Friends,0,Media Influence,Yes
Utah,Male,Cigarette Use (Youth),0.5,49,20,24,1,Low,Low,Sedentary,None,7,Curiosity,No
Oklahoma,Overall,Cigarette Use (Youth),0.9,39,16,1,3,Medium,Medium,Active,Family & Friends,0,Stress Relief,Yes
Arkansas,Male,Smokeless Tobacco Use (Youth),3.0,55,37,36,4,Low,Medium,Active,Family & Friends,8,Peer Pressure,No
Missouri,Male,Cigarette Use (Youth),24.4,34,3,15,2,High,Medium,Active,Family & Friends,3,Family Influence,Yes
Mississippi,Male,Cessation (Youth),42.0,40,27,38,5,High,Medium,Active,Family & Friends,2,Curiosity,Yes
Ohio,Overall,Cigarette Use (Youth),1.6,41,15,18,1,Medium,Medium,Moderate,None,6,Stress Relief,No
Arizona,Male,Cigarette Use (Youth),1.3,25,34,23,4,Medium,Low,Moderate,Family & Friends,7,Media Influence,No
New York,Female,Cigarette Use (Youth),28.2,58,22,29,3,High,High,Sedentary,Family & Friends,4,Curiosity,Yes
Alabama,Male,Cessation (Youth),60.9,23,23,22,4,High,Low,Sedentary,Family & Friends,2,Peer Pressure,Yes
New York,Female,Smokeless Tobacco Use (Youth),1.2,22,4,24,8,High,Low,Moderate,Professional Help,3,Peer Pressure,Yes
Missouri,Male,Smokeless Tobacco Use (Youth),31.1,46,23,13,5,Medium,Low,Active,Professional Help,9,Family Influence,No
Illinois,Female,Cigarette Use (Youth),5.9,45,9,33,6,High,Low,Active,None,5,Stress Relief,No
Missouri,Female,Smokeless Tobacco Use (Youth),0.1,28,24,22,7,High,Low,Active,None,4,Media Influence,No
